ITEM_NUMBER,AWARD_YEAR,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREVIATION,AWARDED_SERVICE,YCA_FARE,_CA_FARE,BUSINESS_FARE,EFFECTIVE_DATE,EXPIRATION_DATE
204,2014,ATL,MDT,ATLANTA,GA,USA,HARRISBURG,PA,USA,UA,C,191,0,0,10/1/2013 0:00,9/30/2014 0:00
205,2014,ATL,MDW,ATLANTA,GA,USA,CHICAGO,IL,USA,WN,N,158,131,0,10/1/2013 0:00,9/30/2014 0:00
206,2014,ATL,MEM,ATLANTA,GA,USA,MEMPHIS,TN,USA,DL,N,136,91,0,10/1/2013 0:00,9/30/2014 0:00
207,2014,ATL,MGM,ATLANTA,GA,USA,MONTGOMERY,AL,USA,DL,N,500,300,0,10/1/2013 0:00,9/30/2014 0:00
208,2014,ATL,MHT,ATLANTA,GA,USA,MANCHESTER,NH,USA,WN,C,205,165,0,10/1/2013 0:00,9/30/2014 0:00
209,2014,ATL,MIA,ATLANTA,GA,USA,MIAMI,FL,USA,AA,N,187,94,0,10/1/2013 0:00,9/30/2014 0:00
210,2014,ATL,MKE,ATLANTA,GA,USA,MILWAUKEE,WI,USA,WN,N,159,119,0,10/1/2013 0:00,9/30/2014 0:00
211,2014,ATL,MLB,ATLANTA,GA,USA,MELBOURNE,FL,USA,DL,N,560,404,0,10/1/2013 0:00,9/30/2014 0:00
212,2014,ATL,MLI,ATLANTA,GA,USA,MOLINE,IL,USA,DL,N,314,209,0,10/1/2013 0:00,9/30/2014 0:00
213,2014,ATL,MOB,ATLANTA,GA,USA,MOBILE,AL,USA,DL,N,560,333,0,10/1/2013 0:00,9/30/2014 0:00
214,2014,ATL,MSN,ATLANTA,GA,USA,MADISON,WI,USA,DL,N,417,181,0,10/1/2013 0:00,9/30/2014 0:00
215,2014,ATL,MSP,ATLANTA,GA,USA,MINNEAPOLIS-ST.PAUL,MN,USA,WN,N,189,133,0,10/1/2013 0:00,9/30/2014 0:00
216,2014,ATL,MSY,ATLANTA,GA,USA,NEW ORLEANS,LA,USA,WN,N,133,93,0,10/1/2013 0:00,9/30/2014 0:00
219,2014,ATL,OAK,ATLANTA,GA,USA,SAN FRANCISCO,CA,USA,WN,C,280,193,0,10/1/2013 0:00,9/30/2014 0:00
220,2014,ATL,OKC,ATLANTA,GA,USA,OKLAHOMA CITY,OK,USA,DL,N,424,303,0,10/1/2013 0:00,9/30/2014 0:00
221,2014,ATL,OMA,ATLANTA,GA,USA,OMAHA,NE,USA,DL,N,424,215,0,10/1/2013 0:00,9/30/2014 0:00
222,2014,ATL,ONT,ATLANTA,GA,USA,LOS ANGELES,CA,USA,WN,C,305,229,0,10/1/2013 0:00,9/30/2014 0:00
223,2014,ATL,ORD,ATLANTA,GA,USA,CHICAGO,IL,USA,UA,N,155,119,0,10/1/2013 0:00,9/30/2014 0:00
224,2014,ATL,ORF,ATLANTA,GA,USA,NORFOLK,VA,USA,DL,N,180,120,0,10/1/2013 0:00,9/30/2014 0:00
225,2014,ATL,PBI,ATLANTA,GA,USA,WEST PALM BEACH,FL,USA,WN,N,150,107,0,10/1/2013 0:00,9/30/2014 0:00
226,2014,ATL,PDX,ATLANTA,GA,USA,PORTLAND,OR,USA,AA,C,331,165,0,10/1/2013 0:00,9/30/2014 0:00
227,2014,ATL,PHF,ATLANTA,GA,USA,NEWPORT NEWS,VA,USA,DL,N,420,210,0,10/1/2013 0:00,9/30/2014 0:00
228,2014,ATL,PHL,ATLANTA,GA,USA,PHILADELPHIA,PA,USA,DL,N,184,139,0,10/1/2013 0:00,9/30/2014 0:00
229,2014,ATL,PHX,ATLANTA,GA,USA,PHOENIX/SCOTTSDALE,AZ,USA,DL,N,194,134,0,10/1/2013 0:00,9/30/2014 0:00
230,2014,ATL,PIA,ATLANTA,GA,USA,PEORIA,IL,USA,AA,C,474,237,0,10/1/2013 0:00,9/30/2014 0:00
231,2014,ATL,PIT,ATLANTA,GA,USA,PITTSBURGH,PA,USA,WN,N,125,0,0,10/1/2013 0:00,9/30/2014 0:00
232,2014,ATL,PNS,ATLANTA,GA,USA,PENSACOLA,FL,USA,DL,N,169,119,0,10/1/2013 0:00,9/30/2014 0:00
233,2014,ATL,PVD,ATLANTA,GA,USA,PROVIDENCE,RI,USA,WN,C,202,149,0,10/1/2013 0:00,9/30/2014 0:00
234,2014,ATL,PWM,ATLANTA,GA,USA,PORTLAND,ME,USA,DL,N,441,284,0,10/1/2013 0:00,9/30/2014 0:00
235,2014,ATL,RDU,ATLANTA,GA,USA,RALEIGH-DURHAM,NC,USA,DL,N,157,112,0,10/1/2013 0:00,9/30/2014 0:00
236,2014,ATL,RIC,ATLANTA,GA,USA,RICHMOND,VA,USA,WN,N,134,108,0,10/1/2013 0:00,9/30/2014 0:00
237,2014,ATL,RNO,ATLANTA,GA,USA,RENO,NV,USA,WN,C,302,233,0,10/1/2013 0:00,9/30/2014 0:00
238,2014,ATL,ROA,ATLANTA,GA,USA,ROANOKE,VA,USA,DL,N,490,315,0,10/1/2013 0:00,9/30/2014 0:00
239,2014,ATL,ROC,ATLANTA,GA,USA,ROCHESTER,NY,USA,DL,N,399,114,0,10/1/2013 0:00,9/30/2014 0:00
240,2014,ATL,RSW,ATLANTA,GA,USA,FT. MYERS,FL,USA,WN,N,149,118,0,10/1/2013 0:00,9/30/2014 0:00
241,2014,ATL,SAN,ATLANTA,GA,USA,SAN DIEGO,CA,USA,DL,N,571,370,0,10/1/2013 0:00,9/30/2014 0:00
242,2014,ATL,SAT,ATLANTA,GA,USA,SAN ANTONIO,TX,USA,WN,N,160,132,0,10/1/2013 0:00,9/30/2014 0:00
244,2014,ATL,SBN,ATLANTA,GA,USA,SOUTH BEND,IN,USA,DL,N,357,238,0,10/1/2013 0:00,9/30/2014 0:00
245,2014,ATL,SDF,ATLANTA,GA,USA,LOUISVILLE,KY,USA,WN,N,134,101,0,10/1/2013 0:00,9/30/2014 0:00
246,2014,ATL,SEA,ATLANTA,GA,USA,SEATTLE-TACOMA,WA,USA,DL,N,381,288,0,10/1/2013 0:00,9/30/2014 0:00
247,2014,ATL,SFO,ATLANTA,GA,USA,SAN FRANCISCO,CA,USA,WN,N,273,153,0,10/1/2013 0:00,9/30/2014 0:00
248,2014,ATL,SGF,ATLANTA,GA,USA,SPRINGFIELD,MO,USA,DL,N,529,410,0,10/1/2013 0:00,9/30/2014 0:00
249,2014,ATL,SHV,ATLANTA,GA,USA,SHREVEPORT,LA,USA,DL,N,400,250,0,10/1/2013 0:00,9/30/2014 0:00
250,2014,ATL,SJC,ATLANTA,GA,USA,SAN JOSE,CA,USA,DL,N,434,207,0,10/1/2013 0:00,9/30/2014 0:00
251,2014,ATL,SJU,ATLANTA,GA,USA,SAN JUAN,PR,USA,WN,N,185,0,0,10/1/2013 0:00,9/30/2014 0:00
252,2014,ATL,SLC,ATLANTA,GA,USA,SALT LAKE CITY,UT,USA,AA,C,282,141,0,10/1/2013 0:00,9/30/2014 0:00
253,2014,ATL,SMF,ATLANTA,GA,USA,SACRAMENTO,CA,USA,DL,N,420,230,0,10/1/2013 0:00,9/30/2014 0:00
254,2014,ATL,SNA,ATLANTA,GA,USA,ORANGE COUNTY,CA,USA,AA,C,300,150,0,10/1/2013 0:00,9/30/2014 0:00
255,2014,ATL,SRQ,ATLANTA,GA,USA,SARASOTA-BRADENTON,FL,USA,DL,N,385,165,0,10/1/2013 0:00,9/30/2014 0:00
256,2014,ATL,STL,ATLANTA,GA,USA,ST. LOUIS,MO,USA,WN,N,156,113,0,10/1/2013 0:00,9/30/2014 0:00
257,2014,ATL,STT,ATLANTA,GA,USA,ST. THOMAS,VI,USA,DL,N,459,240,762,10/1/2013 0:00,9/30/2014 0:00
258,2014,ATL,SYR,ATLANTA,GA,USA,SYRACUSE,NY,USA,UA,C,180,0,0,10/1/2013 0:00,9/30/2014 0:00
259,2014,ATL,TLH,ATLANTA,GA,USA,TALLAHASSEE,FL,USA,DL,N,566,301,0,10/1/2013 0:00,9/30/2014 0:00
260,2014,ATL,TPA,ATLANTA,GA,USA,TAMPA,FL,USA,WN,N,175,128,0,10/1/2013 0:00,9/30/2014 0:00
261,2014,ATL,TRI,ATLANTA,GA,USA,TRI-CITIES,TN,USA,DL,N,410,328,0,10/1/2013 0:00,9/30/2014 0:00
263,2014,ATL,TUS,ATLANTA,GA,USA,TUCSON,AZ,USA,DL,N,438,252,0,10/1/2013 0:00,9/30/2014 0:00
264,2014,ATL,TYS,ATLANTA,GA,USA,KNOXVILLE,TN,USA,DL,N,590,323,0,10/1/2013 0:00,9/30/2014 0:00
265,2014,ATL,VLD,ATLANTA,GA,USA,VALDOSTA,GA,USA,DL,N,560,285,0,10/1/2013 0:00,9/30/2014 0:00
266,2014,ATL,VPS,ATLANTA,GA,USA,FT. WALTON BEACH,FL,USA,DL,N,540,316,0,10/1/2013 0:00,9/30/2014 0:00
267,2014,ATL,XNA,ATLANTA,GA,USA,FAYETTEVILLE,AR,USA,DL,N,679,476,0,10/1/2013 0:00,9/30/2014 0:00
268,2014,ATW,DCA,APPLETON,WI,USA,WASHINGTON,DC,USA,DL,C,238,149,0,10/1/2013 0:00,9/30/2014 0:00
269,2014,AUS,BDL,AUSTIN,TX,USA,HARTFORD,CT,USA,DL,C,268,168,0,10/1/2013 0:00,9/30/2014 0:00
270,2014,AUS,BHM,AUSTIN,TX,USA,BIRMINGHAM,AL,USA,UA,C,139,0,0,10/1/2013 0:00,9/30/2014 0:00
271,2014,AUS,BOS,AUSTIN,TX,USA,BOSTON,MA,USA,B6,N,389,246,0,10/1/2013 0:00,9/30/2014 0:00
272,2014,AUS,BWI,AUSTIN,TX,USA,WASHINGTON,DC,USA,WN,N,450,325,0,10/1/2013 0:00,9/30/2014 0:00
273,2014,AUS,CLT,AUSTIN,TX,USA,CHARLOTTE,NC,USA,US,N,489,228,0,10/1/2013 0:00,9/30/2014 0:00
274,2014,AUS,DAL,AUSTIN,TX,USA,DALLAS-FT. WORTH,TX,USA,WN,N,180,0,0,10/1/2013 0:00,9/30/2014 0:00
275,2014,AUS,DCA,AUSTIN,TX,USA,WASHINGTON,DC,USA,DL,C,299,163,0,10/1/2013 0:00,9/30/2014 0:00
276,2014,AUS,DEN,AUSTIN,TX,USA,DENVER,CO,USA,WN,N,168,119,0,10/1/2013 0:00,9/30/2014 0:00
277,2014,AUS,DFW,AUSTIN,TX,USA,DALLAS-FT. WORTH,TX,USA,AA,N,247,0,0,10/1/2013 0:00,9/30/2014 0:00
278,2014,AUS,DTW,AUSTIN,TX,USA,DETROIT,MI,USA,DL,N,540,247,0,10/1/2013 0:00,9/30/2014 0:00
279,2014,AUS,ELP,AUSTIN,TX,USA,EL PASO,TX,USA,WN,N,199,0,0,10/1/2013 0:00,9/30/2014 0:00
280,2014,AUS,EWR,AUSTIN,TX,USA,NEWARK,NJ,USA,UA,N,263,239,0,10/1/2013 0:00,9/30/2014 0:00
281,2014,AUS,FLL,AUSTIN,TX,USA,FT. LAUDERDALE,FL,USA,B6,N,199,129,0,10/1/2013 0:00,9/30/2014 0:00
282,2014,AUS,HOU,AUSTIN,TX,USA,HOUSTON,TX,USA,WN,N,160,0,0,10/1/2013 0:00,9/30/2014 0:00
283,2014,AUS,IAD,AUSTIN,TX,USA,WASHINGTON,DC,USA,UA,N,308,237,0,10/1/2013 0:00,9/30/2014 0:00
284,2014,AUS,IAH,AUSTIN,TX,USA,HOUSTON,TX,USA,UA,N,288,180,0,10/1/2013 0:00,9/30/2014 0:00
285,2014,AUS,IND,AUSTIN,TX,USA,INDIANAPOLIS,IN,USA,AA,C,261,174,0,10/1/2013 0:00,9/30/2014 0:00
286,2014,AUS,JFK,AUSTIN,TX,USA,NEW YORK,NY,USA,B6,N,254,199,0,10/1/2013 0:00,9/30/2014 0:00
287,2014,AUS,LAX,AUSTIN,TX,USA,LOS ANGELES,CA,USA,AA,N,303,252,0,10/1/2013 0:00,9/30/2014 0:00
288,2014,AUS,LGA,AUSTIN,TX,USA,NEW YORK,NY,USA,AA,C,248,124,0,10/1/2013 0:00,9/30/2014 0:00
289,2014,AUS,MCI,AUSTIN,TX,USA,KANSAS CITY,MO,USA,WN,C,281,140,0,10/1/2013 0:00,9/30/2014 0:00
290,2014,AUS,MCO,AUSTIN,TX,USA,ORLANDO,FL,USA,B6,N,204,134,0,10/1/2013 0:00,9/30/2014 0:00
291,2014,AUS,MDW,AUSTIN,TX,USA,CHICAGO,IL,USA,WN,N,270,0,0,10/1/2013 0:00,9/30/2014 0:00
292,2014,AUS,MEM,AUSTIN,TX,USA,MEMPHIS,TN,USA,AA,C,352,176,0,10/1/2013 0:00,9/30/2014 0:00
293,2014,AUS,MSP,AUSTIN,TX,USA,MINNEAPOLIS-ST.PAUL,MN,USA,DL,N,378,252,0,10/1/2013 0:00,9/30/2014 0:00
294,2014,AUS,MSY,AUSTIN,TX,USA,NEW ORLEANS,LA,USA,WN,C,241,160,0,10/1/2013 0:00,9/30/2014 0:00
295,2014,AUS,ORD,AUSTIN,TX,USA,CHICAGO,IL,USA,AA,N,213,142,0,10/1/2013 0:00,9/30/2014 0:00
296,2014,AUS,PDX,AUSTIN,TX,USA,PORTLAND,OR,USA,WN,N,229,192,0,10/1/2013 0:00,9/30/2014 0:00
297,2014,AUS,PHL,AUSTIN,TX,USA,PHILADELPHIA,PA,USA,US,N,319,219,0,10/1/2013 0:00,9/30/2014 0:00
298,2014,AUS,PHX,AUSTIN,TX,USA,PHOENIX/SCOTTSDALE,AZ,USA,WN,N,360,172,0,10/1/2013 0:00,9/30/2014 0:00
299,2014,AUS,RNO,AUSTIN,TX,USA,RENO,NV,USA,AA,C,389,194,0,10/1/2013 0:00,9/30/2014 0:00
300,2014,AUS,SAN,AUSTIN,TX,USA,SAN DIEGO,CA,USA,WN,N,342,285,0,10/1/2013 0:00,9/30/2014 0:00
301,2014,AUS,SEA,AUSTIN,TX,USA,SEATTLE-TACOMA,WA,USA,AS,N,299,149,0,10/1/2013 0:00,9/30/2014 0:00
302,2014,AUS,SFO,AUSTIN,TX,USA,SAN FRANCISCO,CA,USA,B6,N,239,135,0,10/1/2013 0:00,9/30/2014 0:00
303,2014,AUS,SJC,AUSTIN,TX,USA,SAN JOSE,CA,USA,WN,N,218,0,0,10/1/2013 0:00,9/30/2014 0:00
304,2014,AUS,SLC,AUSTIN,TX,USA,SALT LAKE CITY,UT,USA,DL,N,441,239,0,10/1/2013 0:00,9/30/2014 0:00
305,2014,AUS,SMF,AUSTIN,TX,USA,SACRAMENTO,CA,USA,UA,C,177,0,0,10/1/2013 0:00,9/30/2014 0:00
306,2014,AUS,TPA,AUSTIN,TX,USA,TAMPA,FL,USA,WN,N,266,196,0,10/1/2013 0:00,9/30/2014 0:00
308,2014,AVP,DCA,SCRANTON,PA,USA,WASHINGTON,DC,USA,US,C,366,0,0,10/1/2013 0:00,9/30/2014 0:00
309,2014,AVP,DTW,SCRANTON,PA,USA,DETROIT,MI,USA,DL,N,494,301,0,10/1/2013 0:00,9/30/2014 0:00
310,2014,AVP,ORD,SCRANTON,PA,USA,CHICAGO,IL,USA,UA,N,301,273,0,10/1/2013 0:00,9/30/2014 0:00
311,2014,AZO,DCA,KALAMAZOO,MI,USA,WASHINGTON,DC,USA,AA,C,200,100,0,10/1/2013 0:00,9/30/2014 0:00
312,2014,AZO,MSP,KALAMAZOO,MI,USA,MINNEAPOLIS-ST.PAUL,MN,USA,DL,N,436,240,0,10/1/2013 0:00,9/30/2014 0:00
313,2014,BDL,BNA,HARTFORD,CT,USA,NASHVILLE,TN,USA,DL,C,320,161,0,10/1/2013 0:00,9/30/2014 0:00
314,2014,BDL,BWI,HARTFORD,CT,USA,WASHINGTON,DC,USA,WN,N,170,0,0,10/1/2013 0:00,9/30/2014 0:00
315,2014,BDL,CLE,HARTFORD,CT,USA,CLEVELAND,OH,USA,UA,N,314,241,0,10/1/2013 0:00,9/30/2014 0:00
316,2014,BDL,CLT,HARTFORD,CT,USA,CHARLOTTE,NC,USA,UA,C,185,0,0,10/1/2013 0:00,9/30/2014 0:00
317,2014,BDL,CVG,HARTFORD,CT,USA,CINCINNATI,OH,USA,DL,N,357,238,0,10/1/2013 0:00,9/30/2014 0:00
319,2014,BDL,DEN,HARTFORD,CT,USA,DENVER,CO,USA,WN,N,308,215,0,10/1/2013 0:00,9/30/2014 0:00
320,2014,BDL,DFW,HARTFORD,CT,USA,DALLAS-FT. WORTH,TX,USA,AA,N,464,232,0,10/1/2013 0:00,9/30/2014 0:00
321,2014,BDL,FLL,HARTFORD,CT,USA,FT. LAUDERDALE,FL,USA,B6,N,239,159,0,10/1/2013 0:00,9/30/2014 0:00
322,2014,BDL,HSV,HARTFORD,CT,USA,HUNTSVILLE,AL,USA,US,C,383,194,0,10/1/2013 0:00,9/30/2014 0:00
323,2014,BDL,IAD,HARTFORD,CT,USA,WASHINGTON,DC,USA,UA,N,589,393,0,10/1/2013 0:00,9/30/2014 0:00
324,2014,BDL,LAS,HARTFORD,CT,USA,LAS VEGAS,NV,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
325,2014,BDL,LAX,HARTFORD,CT,USA,LOS ANGELES,CA,USA,WN,C,212,0,0,10/1/2013 0:00,9/30/2014 0:00
326,2014,BDL,MCO,HARTFORD,CT,USA,ORLANDO,FL,USA,B6,N,245,152,0,10/1/2013 0:00,9/30/2014 0:00
327,2014,BDL,MDW,HARTFORD,CT,USA,CHICAGO,IL,USA,WN,N,240,0,0,10/1/2013 0:00,9/30/2014 0:00
328,2014,BDL,MIA,HARTFORD,CT,USA,MIAMI,FL,USA,AA,N,478,239,0,10/1/2013 0:00,9/30/2014 0:00
329,2014,BDL,MSP,HARTFORD,CT,USA,MINNEAPOLIS-ST.PAUL,MN,USA,UA,C,161,0,0,10/1/2013 0:00,9/30/2014 0:00
330,2014,BDL,OKC,HARTFORD,CT,USA,OKLAHOMA CITY,OK,USA,DL,C,395,198,0,10/1/2013 0:00,9/30/2014 0:00
331,2014,BDL,ORD,HARTFORD,CT,USA,CHICAGO,IL,USA,AA,N,197,164,0,10/1/2013 0:00,9/30/2014 0:00
332,2014,BDL,ORF,HARTFORD,CT,USA,NORFOLK,VA,USA,WN,C,139,0,0,10/1/2013 0:00,9/30/2014 0:00
333,2014,BDL,PHL,HARTFORD,CT,USA,PHILADELPHIA,PA,USA,US,N,649,307,0,10/1/2013 0:00,9/30/2014 0:00
334,2014,BDL,PIT,HARTFORD,CT,USA,PITTSBURGH,PA,USA,US,N,309,219,0,10/1/2013 0:00,9/30/2014 0:00
335,2014,BDL,RDU,HARTFORD,CT,USA,RALEIGH-DURHAM,NC,USA,DL,N,349,239,0,10/1/2013 0:00,9/30/2014 0:00
336,2014,BDL,SAN,HARTFORD,CT,USA,SAN DIEGO,CA,USA,UA,C,191,0,0,10/1/2013 0:00,9/30/2014 0:00
337,2014,BDL,SAT,HARTFORD,CT,USA,SAN ANTONIO,TX,USA,UA,C,195,0,0,10/1/2013 0:00,9/30/2014 0:00
338,2014,BDL,SJU,HARTFORD,CT,USA,SAN JUAN,PR,USA,B6,N,409,309,0,10/1/2013 0:00,9/30/2014 0:00
339,2014,BDL,STL,HARTFORD,CT,USA,ST. LOUIS,MO,USA,WN,C,303,180,0,10/1/2013 0:00,9/30/2014 0:00
340,2014,BFL,DCA,BAKERSFIELD,CA,USA,WASHINGTON,DC,USA,UA,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
341,2014,BFL,SFO,BAKERSFIELD,CA,USA,SAN FRANCISCO,CA,USA,UA,N,199,0,0,10/1/2013 0:00,9/30/2014 0:00
342,2014,BGM,IAD,BINGHAMTON,NY,USA,WASHINGTON,DC,USA,UA,N,406,369,0,10/1/2013 0:00,9/30/2014 0:00
343,2014,BGR,DCA,BANGOR,ME,USA,WASHINGTON,DC,USA,US,N,449,259,0,10/1/2013 0:00,9/30/2014 0:00
344,2014,BGR,DTW,BANGOR,ME,USA,DETROIT,MI,USA,DL,N,479,263,0,10/1/2013 0:00,9/30/2014 0:00
345,2014,BGR,LGA,BANGOR,ME,USA,NEW YORK,NY,USA,DL,N,429,225,0,10/1/2013 0:00,9/30/2014 0:00
347,2014,BHM,BWI,BIRMINGHAM,AL,USA,WASHINGTON,DC,USA,WN,N,264,236,0,10/1/2013 0:00,9/30/2014 0:00
348,2014,BHM,CLT,BIRMINGHAM,AL,USA,CHARLOTTE,NC,USA,DL,C,347,123,0,10/1/2013 0:00,9/30/2014 0:00
349,2014,BHM,DAL,BIRMINGHAM,AL,USA,DALLAS-FT. WORTH,TX,USA,WN,N,277,0,0,10/1/2013 0:00,9/30/2014 0:00
350,2014,BHM,DCA,BIRMINGHAM,AL,USA,WASHINGTON,DC,USA,US,N,369,229,0,10/1/2013 0:00,9/30/2014 0:00
351,2014,BHM,DEN,BIRMINGHAM,AL,USA,DENVER,CO,USA,UA,N,306,278,0,10/1/2013 0:00,9/30/2014 0:00
352,2014,BHM,DFW,BIRMINGHAM,AL,USA,DALLAS-FT. WORTH,TX,USA,AA,N,338,169,0,10/1/2013 0:00,9/30/2014 0:00
353,2014,BHM,DTW,BIRMINGHAM,AL,USA,DETROIT,MI,USA,US,C,479,279,0,10/1/2013 0:00,9/30/2014 0:00
354,2014,BHM,HOU,BIRMINGHAM,AL,USA,HOUSTON,TX,USA,WN,N,230,0,0,10/1/2013 0:00,9/30/2014 0:00
355,2014,BHM,IAH,BIRMINGHAM,AL,USA,HOUSTON,TX,USA,UA,N,361,278,0,10/1/2013 0:00,9/30/2014 0:00
356,2014,BHM,JAX,BIRMINGHAM,AL,USA,JACKSONVILLE,FL,USA,DL,C,250,125,0,10/1/2013 0:00,9/30/2014 0:00
357,2014,BHM,LAS,BIRMINGHAM,AL,USA,LAS VEGAS,NV,USA,WN,N,248,0,0,10/1/2013 0:00,9/30/2014 0:00
358,2014,BHM,LGA,BIRMINGHAM,AL,USA,NEW YORK,NY,USA,DL,N,568,381,0,10/1/2013 0:00,9/30/2014 0:00
359,2014,BHM,MCO,BIRMINGHAM,AL,USA,ORLANDO,FL,USA,WN,N,231,0,0,10/1/2013 0:00,9/30/2014 0:00
360,2014,BHM,MDW,BIRMINGHAM,AL,USA,CHICAGO,IL,USA,WN,N,284,0,0,10/1/2013 0:00,9/30/2014 0:00
361,2014,BHM,MIA,BIRMINGHAM,AL,USA,MIAMI,FL,USA,AA,N,513,257,0,10/1/2013 0:00,9/30/2014 0:00
362,2014,BHM,MSP,BIRMINGHAM,AL,USA,MINNEAPOLIS-ST.PAUL,MN,USA,DL,N,363,242,0,10/1/2013 0:00,9/30/2014 0:00
363,2014,BHM,ORD,BIRMINGHAM,AL,USA,CHICAGO,IL,USA,UA,N,204,157,0,10/1/2013 0:00,9/30/2014 0:00
364,2014,BHM,PHL,BIRMINGHAM,AL,USA,PHILADELPHIA,PA,USA,US,N,457,299,0,10/1/2013 0:00,9/30/2014 0:00
365,2014,BHM,SAT,BIRMINGHAM,AL,USA,SAN ANTONIO,TX,USA,AA,C,258,172,0,10/1/2013 0:00,9/30/2014 0:00
366,2014,BHM,STL,BIRMINGHAM,AL,USA,ST. LOUIS,MO,USA,WN,N,235,0,0,10/1/2013 0:00,9/30/2014 0:00
367,2014,BHM,TPA,BIRMINGHAM,AL,USA,TAMPA,FL,USA,WN,N,241,0,0,10/1/2013 0:00,9/30/2014 0:00
369,2014,BIL,DEN,BILLINGS,MT,USA,DENVER,CO,USA,UA,N,192,148,0,10/1/2013 0:00,9/30/2014 0:00
370,2014,BIL,MSP,BILLINGS,MT,USA,MINNEAPOLIS-ST.PAUL,MN,USA,DL,N,545,399,0,10/1/2013 0:00,9/30/2014 0:00
371,2014,BIL,ORD,BILLINGS,MT,USA,CHICAGO,IL,USA,UA,C,135,0,0,10/1/2013 0:00,9/30/2014 0:00
374,2014,BIL,SLC,BILLINGS,MT,USA,SALT LAKE CITY,UT,USA,DL,N,642,340,0,10/1/2013 0:00,9/30/2014 0:00
375,2014,BIS,DCA,BISMARCK,ND,USA,WASHINGTON,DC,USA,DL,C,260,163,0,10/1/2013 0:00,9/30/2014 0:00
377,2014,BIS,MSP,BISMARCK,ND,USA,MINNEAPOLIS-ST.PAUL,MN,USA,DL,N,447,0,0,10/1/2013 0:00,9/30/2014 0:00
379,2014,BLI,DCA,BELLINGHAM,WA,USA,WASHINGTON,DC,USA,AS,C,544,389,0,10/1/2013 0:00,9/30/2014 0:00
380,2014,BLI,HNL,BELLINGHAM,WA,USA,HONOLULU,HI,USA,AS,N,439,399,0,10/1/2013 0:00,9/30/2014 0:00
381,2014,BLI,SEA,BELLINGHAM,WA,USA,SEATTLE-TACOMA,WA,USA,AS,N,179,0,0,10/1/2013 0:00,9/30/2014 0:00
382,2014,BMI,DCA,BLOOMINGTON,IL,USA,WASHINGTON,DC,USA,AA,C,540,270,0,10/1/2013 0:00,9/30/2014 0:00
383,2014,BNA,BOS,NASHVILLE,TN,USA,BOSTON,MA,USA,WN,N,187,0,0,10/1/2013 0:00,9/30/2014 0:00
384,2014,BNA,BWI,NASHVILLE,TN,USA,WASHINGTON,DC,USA,WN,N,273,249,0,10/1/2013 0:00,9/30/2014 0:00
385,2014,BNA,CAE,NASHVILLE,TN,USA,COLUMBIA,SC,USA,DL,C,315,123,0,10/1/2013 0:00,9/30/2014 0:00
387,2014,BNA,COS,NASHVILLE,TN,USA,COLORADO SPRINGS,CO,USA,AA,C,238,159,0,10/1/2013 0:00,9/30/2014 0:00
388,2014,BNA,CSG,NASHVILLE,TN,USA,COLUMBUS,GA,USA,DL,C,568,220,0,10/1/2013 0:00,9/30/2014 0:00
389,2014,BNA,CVG,NASHVILLE,TN,USA,CINCINNATI,OH,USA,DL,N,410,328,0,10/1/2013 0:00,9/30/2014 0:00
390,2014,BNA,DCA,NASHVILLE,TN,USA,WASHINGTON,DC,USA,AA,N,296,148,0,10/1/2013 0:00,9/30/2014 0:00
391,2014,BNA,DEN,NASHVILLE,TN,USA,DENVER,CO,USA,WN,N,159,106,0,10/1/2013 0:00,9/30/2014 0:00
392,2014,BNA,DFW,NASHVILLE,TN,USA,DALLAS-FT. WORTH,TX,USA,AA,N,367,244,0,10/1/2013 0:00,9/30/2014 0:00
393,2014,BNA,DTW,NASHVILLE,TN,USA,DETROIT,MI,USA,WN,N,245,0,0,10/1/2013 0:00,9/30/2014 0:00
394,2014,BNA,ELP,NASHVILLE,TN,USA,EL PASO,TX,USA,DL,C,315,158,0,10/1/2013 0:00,9/30/2014 0:00
395,2014,BNA,EWR,NASHVILLE,TN,USA,NEWARK,NJ,USA,WN,N,306,0,0,10/1/2013 0:00,9/30/2014 0:00
396,2014,BNA,FAY,NASHVILLE,TN,USA,FAYETTEVILLE,NC,USA,US,C,389,205,0,10/1/2013 0:00,9/30/2014 0:00
397,2014,BNA,FLL,NASHVILLE,TN,USA,FT. LAUDERDALE,FL,USA,WN,N,276,0,0,10/1/2013 0:00,9/30/2014 0:00
398,2014,BNA,GRK,NASHVILLE,TN,USA,KILLEEN GRAY AAF,TX,USA,DL,C,242,151,0,10/1/2013 0:00,9/30/2014 0:00
399,2014,BNA,HOU,NASHVILLE,TN,USA,HOUSTON,TX,USA,WN,N,255,0,0,10/1/2013 0:00,9/30/2014 0:00
400,2014,BNA,IAD,NASHVILLE,TN,USA,WASHINGTON,DC,USA,UA,N,438,337,0,10/1/2013 0:00,9/30/2014 0:00
401,2014,BNA,IAH,NASHVILLE,TN,USA,HOUSTON,TX,USA,UA,N,241,219,0,10/1/2013 0:00,9/30/2014 0:00
